Name;RA;Dec;ra1;ra2;ra3;RA_dec;RA_radians;sde;de1;de2;de3;de_dec;Dec_radians;LongGal;LatGal;B;V;B-V;B0-V0;EB-V;Sp;Sp_s;Distance;Miles
HD 6118  ;01 02 49,09645;+31 48 15,3471;01;02;49.1;15.70456854;0.274096429;+;31;48;15.3;31.80426308;0.555089107;125.7529;-31.0051;5.45;5.51;-0.06;-0.07;0.01;B9,5V;B9,5;98.8978448;
HD 61391 ;07 36 43,91969;-48 49 48,6020;07;36;43.9;114.1829987;1.992869277;-;48;49;48.6;-48.83016722;-0.852247192;261.4048;-13.1918;5.65;5.687;-0.037;-0.07;0.03;B9,5V;B9,5;40.90494337;
HD 61555 ;07 38 49,380;-26 48 06,49    ;07;38;49.4;114.70575;2.001993008;-;26;48;06.5;-26.80180278;-0.467779704;241.9635;-2.4376;4.517;4.635;-0.118;-0.14;0.02;B6V;B6;19.08546242;
HD 6178  ;01 02 26,43280;-31 33 07,2237;01;02;26.4;15.61013667;0.272448282;-;31;33;07.2;-31.55200658;-0.5506864;275.1367;-84.9688;5.595;5.509;0.086;0.05;0.04;A2V;A2;90.57906292;
HD 61831 ;07 39 27,33834;-38 18 28,8786;07;39;27.3;114.8639098;2.004753417;-;38;18;28.9;-38.30802183;-0.668601111;252.1378;-7.8979;4.658;4.826;-0.168;-0.24;0.07;B2,5V;B2,5;30.48300139;
HD 61878 ;07 39 43,81309;-38 08 21,4373;07;39;43.8;114.9325545;2.005951494;-;38;08;21.4;-38.13928814;-0.665656152;252.0141;-7.7699;5.589;5.664;-0.075;-0.16;0.09;B5Vn;B5;30.32229544;
HD 61887 ;07 41 35,15484;+03 37 29,2053;07;41;35.2;115.3964785;2.014048495;+;03;37;29.2;3.62477925;0.063264333;215.4308;12.8049;5.923;5.955;-0.032;-0.01;-0.02;A0V;A0;12.33874044;
HD 61899 ;07 39 47,87483;-38 15 38,3497;07;39;47.9;114.9494785;2.006246873;-;38;15;38.3;-38.26065269;-0.667774363;252.1281;-7.8163;5.681;5.751;-0.07;-0.24;0.17;B2,5V;B2,5;30.44436844;
HD 62226 ;07 41 15,81255;-38 32 00,7166;07;41;15.8;115.3158856;2.012641884;-;38;32;00.7;-38.53353239;-0.672537013;252.5088;-7.695;5.297;5.41;-0.113;-0.16;0.05;B5V;B5;30.75269442;
HD 62578 ;07 43 11,98315;-36 03 00,3265;07;43;12.0;115.7999298;2.021090048;-;36;03;00.3;-36.05009069;-0.629192778;250.5087;-6.1543;5.457;5.586;-0.129;-0.16;0.03;B5V;B5;28.35598538;
HD 62832 ;07 46 16,20110;+10 46 05,7063;07;46;16.2;116.5675046;2.034486756;+;10;46;05.7;10.76825175;0.187941448;209.327;17.0008;5.264;5.247;0.017;0.02;0.00;A1Vnn;A1;19.50007681;
HD 62893 ;07 44 34,18333;-37 56 34,5041;07;44;34.2;116.1424305;2.027067814;-;37;56;34.5;-37.94291781;-0.662228844;252.3052;-6.8409;5.792;5.89;-0.098;-0.13;0.03;B7V;B7;30.26793388;
HD 63215 ;07 46 10,54424;-37 56 01,2078;07;46;10.5;116.5439343;2.034075377;-;37;56;01.2;-37.93366883;-0.662067419;252.4535;-6.5604;5.776;5.87;-0.094;-0.13;0.04;B7V;B7;30.31401732;
HD 63786 ;07 49 14,64910;-35 14 35,8341;07;49;14.6;117.3110379;2.047463861;-;35;14;35.8;-35.24328725;-0.615111402;250.416;-4.6879;5.882;5.933;-0.051;-0.07;0.02;B9V;B9;27.80383138;
HD 64145 ;07 53 29,81390;+26 45 56,8252;07;53;29.8;118.3742246;2.066019968;+;26;45;56.8;26.76578478;0.467151071;194.1902;24.7022;5.077;4.977;0.1;0.08;0.02;A3V;A3;35.44587184;
HD 64484 ;07 49 40,99310;-66 11 45,5020;07;49;41.0;117.4208046;2.04937965;-;66;11;45.5;-66.19597278;-1.155337677;278.5163;-19.0797;5.729;5.774;-0.045;-0.07;0.03;B9V;B9;58.35196907;
HD 64503 ;07 52 38,64663;-38 51 46,1305;07;52;38.6;118.1610276;2.06229898;-;38;51;46.1;-38.86281403;-0.678284061;253.8994;-5.9253;4.312;4.48;-0.168;-0.24;0.07;B2,5V;B2,5;31.48295532;
HD 6456  ;01 05 40,95527;+21 28 23,4489;01;05;41.0;16.42064696;0.286594355;+;21;28;23.4;21.47318025;0.374777696;127.3431;-41.2765;5.319;5.317;0.002;0.02;-0.02;A1Vn;A1;97.38458531;
HD 6457  ;01 05 41,71098;+21 27 55,5987;01;05;41.7;16.42379575;0.286649312;+;21;27;55.6;21.46544408;0.374642675;127.3477;-41.284;5.484;5.532;-0.048;-0.01;-0.04;A0Vn;A0;97.38089726;
HD 64648 ;07 55 39,89505;+19 53 02,2934;07;55;39.9;118.9162294;2.075479737;+;19;53;02.3;19.88397039;0.347040752;201.4174;22.7415;5.343;5.378;-0.035;-0.01;-0.03;A0Vs;A0;28.88711829;
HD 64740 ;07 53 03,63538;-49 36 46,9530;07;53;03.6;118.2651474;2.064116213;-;49;36;47.0;-49.6130425;-0.865910944;263.3799;-11.1936;4.403;4.61;-0.207;-0.26;0.05;B1,5Vp;B1,5;42.02579089;
HD 64802 ;07 54 11,00933;-35 52 38,2321;07;54;11.0;118.5458722;2.069015785;-;35;52;38.2;-35.87728669;-0.62617678;251.4749;-4.1435;5.29;5.462;-0.172;-0.24;0.07;B2V;B2;28.6631792;
HD 6530  ;01 06 05,14842;-09 50 21,6739;01;06;05.1;16.52145175;0.28835373;-;09;50;21.7;-9.839353861;-0.171729121;134.9237;-72.3692;5.586;5.578;0.008;0.02;-0.01;A1V;A1;93.24750429;
HD 65456 ;07 57 40,10643;-30 20 04,4523;07;57;40.1;119.4171101;2.084221755;-;30;20;04.5;-30.33457008;-0.529438125;247.1039;-0.6526;4.927;4.789;0.138;0.05;0.09;A2Vv;A2;23.60722038;
HD 65460 ;07 56 57,80089;-43 30 01,4778;07;56;57.8;119.240837;2.081145209;-;43;30;01.5;-43.5004105;-0.759225389;258.3403;-7.5743;5.181;5.34;-0.159;-0.24;0.08;B2,5V;B2,5;36.18287597;
HD 65810 ;07 59 52,05117;-18 23 57,2292;07;59;52.1;119.9668799;2.093817047;-;18;23;57.2;-18.39923033;-0.321127149;237.1642;5.998;4.698;4.613;0.085;0.02;0.07;A1V;A1;13.41373116;
HD 65873 ;08 01 30,28833;+16 27 19,1170;08;01;30.3;120.3762014;2.100961055;+;16;27;19.1;16.45531028;0.287199344;205.4272;22.7099;5.973;5.983;-0.01;-0.07;0.06;B9,5Vn;B9,5;26.06939335;
HD 65900 ;08 01 13,89137;+04 52 47,3631;08;01;13.9;120.3078807;2.099768634;+;04;52;47.4;4.879823083;0.08516898;216.5751;17.739;5.658;5.646;0.012;0.02;-0.01;A1V;A1;15.73301165;
HD 65904 ;07 59 01,80209;-45 12 57,0404;07;59;01.8;119.7575087;2.090162831;-;45;12;57.0;-45.21584456;-0.789165362;260.0207;-8.1294;5.83;5.962;-0.132;-0.18;0.05;B4V;B4;37.93703723;
HD 66441 ;08 00 49,93851;-54 09 04,5890;08;00;49.9;120.2080771;2.098026733;-;54;09;04.6;-54.15127472;-0.945118038;268.0221;-12.3677;5.718;5.84;-0.122;-0.16;0.04;B5Vn;B5;46.71066845;
HD 66591 ;08 00 19,96678;-63 34 02,8421;08;00;20.0;120.0831949;2.095847128;-;63;34;02.8;-63.56745614;-1.109461407;276.546;-16.9182;4.648;4.797;-0.149;-0.2;0.05;B3V;B3;55.92986053;
HD 66664 ;08 05 04,48834;+13 07 05,5757;08;05;04.5;121.2687014;2.116538119;+;13;07;05.6;13.11821547;0.228956052;209.1089;22.1613;5.162;5.146;0.016;0.02;0.00;A1V;A1;23.34542069;
HD 6676  ;01 08 33,46669;+58 15 48,4130;01;08;33.5;17.13944454;0.299139739;+;58;15;48.4;58.26344806;1.016889002;125.1888;-4.5333;5.754;5.773;-0.019;-0.11;0.09;B8V;B8;98.95749675;
HD 6695  ;01 07 57,16387;+20 44 20,8310;01;07;57.2;16.98818279;0.296499724;+;20;44;20.8;20.73911972;0.361965923;128.1275;-41.966;5.683;5.569;0.114;0.08;0.03;A3V;A3;96.78277852;
HD 67006 ;08 08 27,44632;+51 30 24,0055;08;08;27.4;122.1143597;2.13129764;+;51;30;24.0;51.50666819;0.898960947;167.192;32.6541;4.833;4.802;0.031;0.05;-0.02;A2V;A2;60.23852158;
HD 67797 ;08 09 01,63741;-19 14 42,0521;08;09;01.6;122.2568225;2.133784086;-;19;14;42.1;-19.24501447;-0.335888867;239.035;7.3983;4.247;4.39;-0.143;-0.16;0.02;B5V;B5;15.50573202;
HD 67880 ;08 09 28,53523;-16 14 56,1062;08;09;28.5;122.3688968;2.135740151;-;16;14;56.1;-16.24891839;-0.283597126;236.525;9.0769;5.494;5.645;-0.151;-0.18;0.03;B4V;B4;13.63713589;
HD 6798  ;01 12 16,81860;+79 40 26,2655;01;12;16.8;18.0700775;0.315382348;+;79;40;26.3;79.67396264;1.390572976;123.9065;16.8417;5.62;5.6;0.02;0.08;-0.06;A3V;A3;98.4395284;
HD 6811  ;01 09 30,12562;+47 14 30,4594;01;09;30.1;17.37552342;0.303260093;+;47;14;30.5;47.24179428;0.824524855;126.1122;-15.5184;4.197;4.252;-0.055;-0.13;0.08;B7Ve;B7;98.48857604;
HD 6829  ;01 10 39,32311;+68 46 43,0375;01;10;39.3;17.66384629;0.308292276;+;68;46;43.0;68.77862153;1.200413401;124.6787;5.9721;5.303;5.318;-0.015;-0.01;0.00;A0Vnn;A0;98.75191368;
HD 68657 ;08 11 10,78997;-48 27 43,1740;08;11;10.8;122.7949582;2.143176326;-;48;27;43.2;-48.46199278;-0.845821336;263.9121;-8.0529;5.666;5.805;-0.139;-0.2;0.06;B3V;B3;41.62132118;
HD 6960  ;01 11 25,57111;+64 12 09,6359;01;11;25.6;17.85654629;0.311655526;+;64;12;09.6;64.20267664;1.120548096;125.105;1.4153;5.499;5.55;-0.051;-0.07;0.02;B9,5V;B9,5;98.67399422;
HD 6961  ;01 11 06,16225;+55 08 59,6472;01;11;06.2;17.77567604;0.310244074;+;55;08;59.6;55.149902;0.962547372;125.7639;-7.6137;4.51;4.33;0.18;0.2;-0.02;A7V;A7;98.54028883;
HD 69863 ;08 15 15,91971;-62 54 56,3208;08;15;15.9;123.8163321;2.161002663;-;62;54;56.3;-62.91564467;-1.09808515;276.7989;-15.1323;5.25;5.16;0.09;0.05;0.04;A2V;A2;55.66843148;
HD 70011 ;08 20 32,13630;+24 01 20,3198;08;20;32.1;125.1339013;2.183998583;+;24;01;20.3;24.02231106;0.419268422;199.3347;29.5876;5.87;5.93;-0.06;-0.07;0.01;B9,5V;B9,5;34.77322561;
HD 70060 ;08 18 33,31299;-36 39 33,4391;08;18;33.3;124.6388041;2.175357508;-;36;39;33.4;-36.65928864;-0.639825288;254.7763;-0.4211;4.68;4.4;0.28;0.27;0.01;A8V;A8;31.14108579;
HD 70313 ;08 23 48,50272;+53 13 10,9614;08;23;48.5;125.9520947;2.198278752;+;53;13;11.0;53.2197115;0.928859193;165.2107;35.045;5.66;5.54;0.12;0.08;0.04;A3V;A3;62.48123929;
HD 70442 ;08 21 21,22350;-20 04 44,5963;08;21;21.2;125.3384313;2.187568305;-;20;04;44.6;-20.07905453;-0.350445612;241.3342;9.3841;6.331;5.582;0.749;0.08;0.67;A3V;A3;18.21612456;
HD 70569 ;08 23 21,84023;+18 19 55,9147;08;23;21.8;125.841001;2.196339801;+;18;19;55.9;18.33219853;0.319957223;205.6979;28.2465;6.12;5.94;0.18;0.3;-0.12;A9V;A9;30.01198793;
HD 70930 ;08 22 31,69411;-48 29 25,3631;08;22;31.7;125.6320588;2.192693072;-;48;29;25.4;-48.49037864;-0.846316763;264.9776;-6.497;4.653;4.812;-0.159;-0.26;0.10;B1V;B1;42.27306975;
HD 71043 ;08 22 55,15782;-52 07 25,4270;08;22;55.2;125.7298243;2.194399401;-;52;07;25.4;-52.12372972;-0.909730702;268.0453;-8.4857;5.91;5.894;0.016;-0.01;0.03;A0V;A0;45.69114558;
HD 71155 ;08 25 39,63201;-03 54 23,1178;08;25;39.6;126.4151334;2.206360302;-;03;54;23.1;-3.906421611;-0.068179919;227.7791;18.8919;3.88;3.9;-0.02;-0.01;-0.01;A0V;A0;15.62530881;
HD 71459 ;08 25 51,91033;-42 09 11,0594;08;25;51.9;126.466293;2.207253206;-;42;09;11.1;-42.15307206;-0.735709897;260.0954;-2.3954;5.27;5.42;-0.15;-0.2;0.05;B3V;B3;36.69736533;
HD 71510 ;08 25 31,32575;-51 43 38,6954;08;25;31.3;126.380524;2.205756253;-;51;43;38.7;-51.72741539;-0.902813712;267.9426;-7.931;5;5.159;-0.159;-0.24;0.08;B2Ve;B2;45.4627333;
HD 71555 ;08 28 37,33859;+14 12 38,9644;08;28;37.3;127.1555775;2.219283489;+;14;12;39.0;14.21082344;0.248025659;210.5592;27.8347;6.138;5.957;0.181;0.15;0.03;A5V;A5;27.24631495;
HD 71801 ;08 27 59,42090;-35 06 49,5365;08;27;59.4;126.9975871;2.216526037;-;35;06;49.5;-35.11376014;-0.612850727;254.6046;2.0305;5.6;5.74;-0.14;-0.2;0.06;B3V;B3;30.71714386;
HD 72067 ;08 29 07,56710;-44 09 37,4914;08;29;07.6;127.2815296;2.221481768;-;44;09;37.5;-44.16041428;-0.770744628;262.0769;-3.0778;5.65;5.81;-0.16;-0.24;0.08;B2Vne;B2;38.76320439;
HD 72337 ;08 27 16,75574;-70 05 36,5444;08;27;16.8;126.8198156;2.213423339;-;70;05;36.5;-70.09348456;-1.22336209;283.858;-17.7989;5.493;5.512;-0.019;-0.01;-0.01;A0V;A0;62.89275638;
HD 72524 ;08 34 43,88482;+36 25 10,6326;08;34;43.9;128.6828534;2.245939483;+;36;25;10.6;36.41962017;0.635642284;185.9645;35.6389;5.803;5.755;0.048;0.05;0.00;A2Vnn;A2;47.34110436;
HD 72660 ;08 34 01,61816;-02 09 05,5830;08;34;01.6;128.5067423;2.242865765;-;02;09;05.6;-2.151550833;-0.037551646;227.2925;21.5814;5.805;5.799;0.006;0.02;-0.01;A1V;A1;18.14904406;
HD 73072 ;08 35 28,70161;-26 50 36,5597;08;35;28.7;128.86959;2.249198652;-;26;50;36.6;-26.84348881;-0.468507262;248.8241;8.1826;6.299;5.957;0.342;0.02;0.32;A1V+,,,;A1;25.1828944;
HD 73143 ;08 37 05,77044;+09 39 20,0863;08;37;05.8;129.2740435;2.256257696;+;09;39;20.1;9.655579528;0.168521654;216.2187;27.8264;6.007;5.924;0.083;0.08;0.00;A3V;A3;25.17810989;
HD 73262 ;08 37 39,36627;+05 42 13,6057;08;37;39.4;129.4140261;2.258700854;+;05;42;13.6;5.703779361;0.09954973;220.255;26.1816;4.157;4.137;0.02;0.02;0.00;A1Vnn;A1;22.71593272;
HD 73390 ;08 35 15,55563;-58 13 29,0491;08;35;15.6;128.8148151;2.248242649;-;58;13;29.0;-58.22473586;-1.016213347;274.1443;-10.5168;5.116;5.241;-0.125;-0.2;0.08;B3V+,,,;B3;52.01426228;
HD 73495 ;08 37 52,15248;-26 15 18,0063;08;37;52.2;129.467302;2.259630694;-;26;15;18.0;-26.25500175;-0.458236226;248.6634;8.9617;5.212;5.242;-0.03;-0.01;-0.02;A0V;A0;25.15544876;
HD 74067 ;08 40 19,17430;-40 15 49,9432;08;40;19.2;130.0798929;2.270322422;-;40;15;49.9;-40.26387311;-0.702737155;260.1934;0.9132;5.19;5.2;-0.01;-0.07;0.06;B9V;B9;36.37458277;
HD 74071 ;08 39 23,84361;-53 26 23,1632;08;39;23.8;129.8493484;2.266298661;-;53;26;23.2;-53.43976756;-0.932699895;270.5858;-7.2193;5.307;5.437;-0.13;-0.16;0.03;B5V;B5;47.86722452;
HD 74196 ;08 40 17,46432;-53 00 55,4317;08;40;17.5;130.072768;2.270198069;-;53;00;55.4;-53.01539769;-0.925293244;270.3256;-6.8569;5.428;5.544;-0.116;-0.13;0.01;B7Vn;B7;47.54142944;
HD 74228 ;08 43 12,33009;+12 40 51,1457;08;43;12.3;130.8013754;2.282914666;+;12;40;51.1;12.68087381;0.221323;213.8014;30.4611;6.04;5.65;0.39;0.08;0.31;A3V+,,,;A3;28.37480747;
HD 74273 ;08 41 05,32041;-48 55 21,6471;08;41;05.3;130.2721684;2.273678262;-;48;55;21.6;-48.92267975;-0.853861841;267.1345;-4.2723;5.696;5.878;-0.182;-0.26;0.08;B1,5V;B1,5;43.94038955;
HD 74280 ;08 43 13,47499;+03 23 55,1867;08;43;13.5;130.8061458;2.282997926;+;03;23;55.2;3.398662972;0.059317859;223.251;26.3204;4.1;4.3;-0.2;-0.2;0.00;B3V;B3;22.59383147;
HD 74405 ;08 39 05,16145;-70 23 12,2826;08;39;05.2;129.771506;2.264940056;-;70;23;12.3;-70.38674517;-1.228480453;284.6804;-17.1162;5.201;5.189;0.012;-0.01;0.02;A0V;A0;63.49447782;
HD 74455 ;08 42 16,19372;-48 05 56,7259;08;42;16.2;130.5674738;2.278832314;-;48;05;56.7;-48.09909053;-0.839487497;266.6016;-3.6135;5.294;5.463;-0.169;-0.26;0.09;B1,5Vn;B1,5;43.30624716;
HD 74873 ;08 46 56,01869;+12 06 35,8221;08;46;56.0;131.7334112;2.29918176;+;12;06;35.8;12.10995058;0.21135851;214.8436;31.0548;6.005;5.893;0.112;0.02;0.09;A1V;A1;28.61989411;
HD 74988 ;08 47 14,98657;-01 53 49,3150;08;47;15.0;131.812444;2.300561144;-;01;53;49.3;-1.897031944;-0.033109453;228.8901;24.5511;5.334;5.279;0.055;0.08;-0.03;A3V;A3;21.36524175;
HD 75137 ;08 48 25,97057;+05 50 16,1283;08;48;26.0;132.1082107;2.305723246;+;05;50;16.1;5.837813417;0.101889065;221.522;28.6184;4.327;4.343;-0.016;-0.01;-0.01;A0Vn;A0;24.98540369;
HD 75311 ;08 46 42,54928;-56 46 11,1922;08;46;42.5;131.6772887;2.298202237;-;56;46;11.2;-56.76977561;-0.9908195;273.8957;-8.4141;4.32;4.51;-0.19;-0.2;0.01;B3Vne;B3;51.32068547;
HD 75416 ;08 41 19,51346;-78 57 48,0967;08;41;19.5;130.3313061;2.27471041;-;78;57;48.1;-78.96336019;-1.378170624;292.4024;-21.6511;5.361;5.455;-0.094;-0.11;0.02;B8V;B8;71.59349723;
HD 76161 ;08 52 38,60525;-48 21 32,7675;08;52;38.6;133.1608552;2.324095358;-;48;21;32.8;-48.35910208;-0.844025555;267.8883;-2.4299;5.753;5.889;-0.136;-0.2;0.06;B3Vn;B3;44.40013999;
HD 76644 ;08 59 12,45362;+48 02 30,5741;08;59;12.5;134.8018901;2.35273682;+;48;02;30.6;48.04182614;0.838488045;171.5124;40.8361;3.33;3.1;0.23;0.2;0.03;A7V;A7;59.77246512;
HD 76805 ;08 56 19,26300;-52 43 24,5093;08;56;19.3;134.0802625;2.340142043;-;52;43;24.5;-52.72347481;-0.920198228;271.6157;-4.7861;4.585;4.699;-0.114;-0.16;0.05;B5V;B5;48.43077977;
HD 77104 ;09 01 24,12955;+32 15 08,2644;09;01;24.1;135.3505398;2.362312564;+;32;15;08.3;32.25229567;0.562908751;192.3552;40.3642;5.94;5.87;0.07;0.05;0.02;A2V;A2;46.35373527;
HD 77309 ;09 04 00,39988;+54 17 01,9811;09;04;00.4;136.0016662;2.373676863;+;54;17;02.0;54.28388364;0.9474325;163.1979;40.8642;5.76;5.74;0.02;0.05;-0.03;A2V;A2;65.67055602;
HD 77327 ;09 03 37,52762;+47 09 23,4890;09;03;37.5;135.9063651;2.372013545;+;47;09;23.5;47.15652472;0.82303662;172.6274;41.6332;3.6;3.6;0;0.02;-0.02;A1Vn;A1;59.34004559;
HD 77475 ;09 01 20,86105;-41 51 51,3130;09;01;20.9;135.336921;2.362074872;-;41;51;51.3;-41.86425361;-0.730669064;263.9487;2.9573;5.417;5.541;-0.124;-0.16;0.04;B5V;B5;39.99097061;
HD 7804  ;01 17 47,95671;+03 36 52,0848;01;17;48.0;19.44981963;0.339463391;+;03;36;52.1;3.614468;0.063084367;135.6339;-58.6056;5.218;5.145;0.073;0.08;-0.01;A3V;A3;92.28212896;
HD 79416 ;09 12 30,52282;-43 36 47,7371;09;12;30.5;138.1271784;2.41077405;-;43;36;47.7;-43.61326031;-0.76119499;266.6251;3.2976;5.46;5.562;-0.102;-0.11;0.01;B8Vsp,,,;B8;42.64902464;
HD 79439 ;09 16 11,32784;+54 01 18,6878;09;16;11.3;139.0471993;2.426831444;+;54;01;18.7;54.02185772;0.942859285;163.0829;42.6647;5.007;4.818;0.189;0.15;0.04;A5V;A5;66.29661549;
HD 79469 ;09 14 21,86007;+02 18 51,3432;09;14;21.9;138.5910836;2.418870723;+;02;18;51.3;2.314262;0.040391492;228.7722;32.5294;3.82;3.88;-0.06;-0.07;0.01;B9,5V;B9,5;29.15487525;
HD 79621 ;09 13 34,45346;-47 20 18,2597;09;13;34.5;138.3935561;2.415423217;-;47;20;18.3;-47.33840547;-0.826211038;269.46;0.8713;5.867;5.905;-0.038;-0.07;0.03;B9Ve;B9;45.61247108;
HD 7964  ;01 19 27,99289;+27 15 50,6155;01;19;28.0;19.86663704;0.346738228;+;27;15;50.6;27.26405986;0.475847612;130.5572;-35.1923;4.8;4.752;0.048;0.08;-0.03;A3V;A3;94.87631755;
HD 79735 ;09 14 24,48482;-43 13 38,9716;09;14;24.5;138.6020201;2.4190616;-;43;13;39.0;-43.22749211;-0.754462065;266.5822;3.8132;5.105;5.237;-0.132;-0.18;0.05;B4V;B4;42.59134207;
HD 79763 ;09 17 31,17902;+46 49 02,0232;09;17;31.2;139.3799126;2.432638386;+;46;49;02.0;46.81722867;0.817114787;172.8227;44.0224;6.012;5.953;0.059;0.02;0.04;A1V;A1;60.25498271;
HD 80024 ;09 18 25,90900;+35 21 50,6727;09;18;25.9;139.6079542;2.436618462;+;35;21;50.7;35.36407575;0.617219559;188.8081;44.2783;6.11;5.94;0.17;0.27;-0.10;A8V;A8;50.94274582;
HD 80081 ;09 18 50,64384;+36 48 09,3331;09;18;50.6;139.711016;2.438417231;+;36;48;09.3;36.80259253;0.642326413;186.8102;44.4711;3.88;3.82;0.06;0.08;-0.02;A3V;A3;52.14184318;
HD 80950 ;09 17 27,56922;-74 44 04,5265;09;17;27.6;139.3648718;2.432375874;-;74;44;04.5;-74.73459069;-1.304364673;290.112;-17.4873;5.851;5.867;-0.016;-0.01;-0.01;A0V;A0;68.64003092;
HD 80951 ;09 17 25,17081;-74 53 39,5506;09;17;25.2;139.3548784;2.432201456;-;74;53;39.6;-74.89431961;-1.307152468;290.2358;-17.5949;5.31;5.29;0.02;0.02;0.00;A1V;A1;68.7769794;
HD 81830 ;09 25 27,23396;-61 57 01,7245;09;25;27.2;141.3634748;2.467258078;-;61;57;01.7;-61.95047903;-1.081239832;281.1084;-8.1565;5.921;5.781;0.14;0.12;0.02;A4V;A4;58.28893269;
HD 81848 ;09 26 17,95836;-53 22 44,0705;09;26;18.0;141.5748265;2.47094686;-;53;22;44.1;-53.37890847;-0.931637704;275.1757;-1.944;4.987;5.088;-0.101;-0.14;0.04;B6V;B6;51.56754356;
HD 82406 ;09 28 30,54654;-66 42 06,7599;09;28;30.5;142.1272773;2.480588945;-;66;42;06.8;-66.70187775;-1.164167384;284.7362;-11.3033;5.915;5.9;0.015;-0.01;0.02;A0V;A0;62.35579258;
HD 82419 ;09 30 05,10989;-51 31 01,7896;09;30;05.1;142.5212912;2.487465786;-;51;31;01.8;-51.51716378;-0.899144129;274.3086;-0.1984;5.39;5.46;-0.07;-0.11;0.04;B8V;B8;50.53234708;
HD 82446 ;09 31 58,92729;-01 11 04,7899;09;31;58.9;142.9955304;2.495742821;-;01;11;04.8;-1.184663861;-0.020676285;235.1538;34.3426;4.659;4.555;0.104;0.08;0.02;A3V;A3;32.34791407;
HD 82621 ;09 34 49,43259;+52 03 05,3165;09;34;49.4;143.7059691;2.508142316;+;52;03;05.3;52.05147681;0.908469651;164.8346;45.8506;4.524;4.479;0.045;0.05;-0.01;A2V;A2;66.16505028;
HD 82747 ;09 33 26,05151;-22 51 49,9863;09;33;26.1;143.358548;2.502078673;-;22;51;50.0;-22.86388508;-0.399050075;254.3751;20.8185;5.94;5.911;0.029;-0.07;0.10;B9,5V;B9,5;34.21127016;
HD 83446 ;09 36 49,54004;-49 21 18,0881;09;36;49.5;144.2064168;2.516876776;-;49;21;18.1;-49.35502447;-0.861407679;273.6351;2.1196;4.512;4.345;0.167;0.2;-0.03;A7V;A7;49.69663663;
HD 83520 ;09 37 12,65194;-53 40 06,6340;09;37;12.7;144.3027164;2.518557521;-;53;40;06.6;-53.66850944;-0.936692194;276.5606;-1.0513;5.592;5.467;0.125;0.05;0.08;A2,5V;A2,5;52.85286546;
HD 83808 ;09 41 09,03305;+09 53 32,3102;09;41;09.0;145.2876377;2.53574764;+;09;53;32.3;9.892308389;0.172653352;224.6002;42.0558;3.993;3.531;0.462;0.15;0.31;A5V+,,,;A5;38.32595207;
HD 83953 ;09 41 17,00732;-23 35 29,4534;09;41;17.0;145.3208638;2.536327546;-;23;35;29.5;-23.59151483;-0.411749609;256.2852;21.5996;4.632;4.754;-0.122;-0.16;0.04;B5V;B5;36.15487885;
HD 83979 ;09 33 53,37609;-80 56 28,5337;09;33;53.4;143.4724004;2.504065772;-;80;56;28.5;-80.94125936;-1.412691477;295.5743;-21.0438;4.927;5.06;-0.133;-0.16;0.03;B5V;B5;74.37507875;
HD 84228 ;09 41 47,92711;-55 12 49,5370;09;41;47.9;145.4496963;2.538576096;-;55;12;49.5;-55.21376028;-0.963661909;278.0833;-1.7691;5.87;5.98;-0.11;-0.18;0.07;B4V;B4;54.43871067;
HD 85558 ;09 52 30,43727;-08 06 18,1269;09;52;30.4;148.126822;2.585300754;-;08;06;18.1;-8.10503525;-0.141459551;245.5651;34.1695;5.119;5.081;0.038;0.05;-0.01;A2V;A2;36.50047631;
HD 85980 ;09 54 17,65483;-45 17 00,6555;09;54;17.7;148.5735618;2.593097835;-;45;17;00.7;-45.28351542;-0.790346441;273.2544;7.1374;5.6;5.71;-0.11;-0.2;0.09;B3V;B3;49.23410443;
HD 86087 ;09 54 51,23170;-50 14 38,2572;09;54;51.2;148.7134654;2.595539614;-;50;14;38.3;-50.24396033;-0.876922537;276.4339;3.3173;5.716;5.712;0.004;-0.01;0.01;A0V;A0;52.43463145;
HD 87504 ;10 05 07,46888;-13 03 52,6561;10;05;07.5;151.2811203;2.640353646;-;13;03;52.7;-13.06462669;-0.228020751;252.4607;33.0552;4.515;4.594;-0.079;-0.11;0.03;B8V;B8;39.63919749;
HD 87696 ;10 07 25,76296;+35 14 40,8965;10;07;25.8;151.8573457;2.650410675;+;35;14;40.9;35.24469347;0.615135945;189.4717;54.26;4.666;4.488;0.178;0.2;-0.02;A7V;A7;57.74567598;
HD 88195 ;10 10 07,53958;-08 24 29,3955;10;10;07.5;152.5314149;2.662175403;-;08;24;29.4;-8.408165417;-0.146750171;249.4488;37.194;5.916;5.9;0.016;0.02;0.00;A1V;A1;40.84193239;
HD 88824 ;10 13 22,84376;-51 13 58,6914;10;13;22.8;153.3451823;2.676378324;-;51;13;58.7;-51.23296983;-0.894184009;279.3843;4.2659;5.52;5.278;0.242;0.2;0.04;A7V;A7;55.34604123;
HD 88960 ;10 16 14,43201;+29 18 37,8100;10;16;14.4;154.0601334;2.688856573;+;29;18;37.8;29.31050278;0.511564779;199.9647;55.8974;5.509;5.49;0.019;-0.01;0.03;A0Vn;A0;55.57436748;
