Name;RA;Dec;ra1;ra2;ra3;RA_dec;RA_radians;sde;de1;de2;de3;de_dec;Dec_radians;LongGal;LatGal;B;V;B-V;B0-V0;EB-V;Sp;Sp_s;Distance;Miles
HD 20150 ;03 14 54,09731;+21 02 40,0103;03;14;54.1;48.72540546;0.850418755;+;21;02;40.0;21.04444731;0.367294895;162.3841;-30.6234;4.874;4.88;-0.006;0.02;-0.03;A1V;A1;67.88733326;
HD 201908;21 05 29,26581;+78 07 35,0186;21;05;29.3;316.3719409;5.521732029;+;78;07;35.0;78.12639406;1.363562809;112.4001;20.1894;5.842;5.915;-0.073;-0.11;0.04;B8Vn;B8;108.7036174;
HD 202627;21 17 56,28399;-32 10 21,1515;21;17;56.3;319.4845166;5.576056724;-;32;10;21.2;-32.17254208;-0.561516788;13.2019;-43.8058;4.794;4.721;0.073;0.02;0.05;A1V;A1;131.634301;
HD 202730;21 19 51,98955;-53 26 57,9315;21;19;52.0;319.9666231;5.58447107;-;53;26;57.9;-53.44942542;-0.932868457;343.6856;-43.3197;4.58;4.4;0.18;0.15;0.03;A5V(n);A5;113.9162413;
HD 202753;21 18 11,07309;-04 31 10,1276;21;18;11.1;319.5461379;5.577132218;-;04;31;10.1;-4.519479889;-0.078879805;47.0754;-34.4711;5.693;5.815;-0.122;-0.16;0.04;B5V;B5;149.12205;
HD 202904;21 17 55,07506;+34 53 48,8289;21;17;55.1;319.4794794;5.575968808;+;34;53;48.8;34.89689692;0.60906575;80.9767;-10.0526;4.32;4.43;-0.11;-0.24;0.13;B2Vne;B2;142.6759476;
HD 20315 ;03 17 47,35287;+44 01 30,0800;03;17;47.4;49.44730363;0.863018254;+;44;01;30.1;44.02502222;0.768381591;148.8538;-11.3578;5.419;5.478;-0.059;-0.11;0.05;B8V;B8;76.12978117;
HD 203245;21 19 28,75024;+49 30 37,0626;21;19;28.8;319.8697927;5.58278106;+;49;30;37.1;49.51029517;0.864117664;91.7007;-0.0615;5.61;5.74;-0.13;-0.14;0.01;B6V;B6;132.0882368;
HD 20336 ;03 19 59,27267;+65 39 08,2502;03;19;59.3;49.99696946;0.872611733;+;65;39;08.3;65.65229172;1.145848652;137.457;7.061;4.621;4.728;-0.107;-0.24;0.13;B2,5Vne;B2,5;86.01157825;
HD 203562;21 22 53,61344;+06 48 40,1070;21;22;53.6;320.7233893;5.597679132;+;06;48;40.1;6.811140833;0.118876833;58.998;-29.2309;5.219;5.159;0.06;0.08;-0.02;A3V;A3;150.754335;
HD 20365 ;03 18 37,74127;+50 13 19,8325;03;18;37.7;49.65725529;0.866682602;+;50;13;19.8;50.22217569;0.876542323;145.6002;-6.0578;5.085;5.158;-0.073;-0.2;0.13;B3V;B3;78.78679714;
HD 20418 ;03 19 07,63892;+50 05 41,8826;03;19;07.6;49.78182883;0.868856821;+;50;05;41.9;50.09496739;0.87432212;145.7366;-6.1223;4.969;5.036;-0.067;-0.16;0.09;B5V;B5;78.65737311;
HD 204403;21 27 21,36627;+37 07 00,4704;21;27;21.4;321.8390261;5.617150667;+;37;07;00.5;37.11679733;0.647810321;83.9425;-9.8612;5.15;5.289;-0.139;-0.2;0.06;B3V;B3;139.7952023;
HD 204414;21 27 40,05720;+27 36 30,9396;21;27;40.1;321.916905;5.61850991;+;27;36;30.9;27.60859433;0.481860873;77.042;-16.5954;5.435;5.389;0.046;0.02;0.03;A1V;A1;145.0132537;
HD 204428;21 26 44,97008;+52 53 54,7265;21;26;45.0;321.6873753;5.614503862;+;52;53;54.7;52.89853514;0.923253608;94.8907;1.5513;5.881;5.989;-0.108;-0.14;0.03;B6V;B6;128.7579778;
HD 204770;21 27 46,14103;+66 48 32,7458;21;27;46.1;321.9422543;5.618952339;+;66;48;32.7;66.80909606;1.166038696;104.7603;11.4309;5.31;5.407;-0.097;-0.13;0.03;B7V;B7;117.5980329;
HD 205314;21 32 56,59238;+49 58 39,4525;21;32;56.6;323.2358016;5.641528998;+;49;58;39.5;49.97762569;0.872274121;93.5899;-1.2363;5.734;5.766;-0.032;-0.01;-0.02;A0V;A0;130.2949395;
HD 205767;21 37 45,10931;-07 51 15,1299;21;37;45.1;324.4379555;5.662510541;-;07;51;15.1;-7.85420275;-0.137081698;46.45;-40.3464;4.859;4.69;0.169;0.2;-0.03;A7V;A7;143.3159714;
HD 205835;21 36 56,97596;+40 24 48,6756;21;36;57.0;324.2373998;5.659010185;+;40;24;48.7;40.413521;0.705349004;87.6176;-8.7609;5.234;5.052;0.182;0.15;0.03;A5V;A5;136.2739779;
HD 206644;21 42 22,95887;+41 04 37,2737;21;42;23.0;325.595662;5.682716331;+;41;04;37.3;41.07702047;0.716929254;88.8409;-8.9558;5.784;5.733;0.051;-0.01;0.06;A0V;A0;135.0550791;
HD 206742;21 44 56,80944;-33 01 32,8180;21;44;56.8;326.236706;5.693904661;-;33;01;32.8;-33.02578278;-0.576408648;12.8752;-49.5524;4.303;4.335;-0.032;-0.01;-0.02;A0V;A0;127.1837273;
HD 20677 ;03 21 26,55861;+43 19 46,7390;03;21;26.6;50.36066088;0.878959346;+;43;19;46.7;43.32964972;0.756245051;149.8062;-11.5785;5.017;4.947;0.07;0.08;-0.01;A3V;A3;75.22977007;
HD 206774;21 43 25,65216;+38 17 00,9219;21;43;25.7;325.856884;5.687275516;+;38;17;00.9;38.28358942;0.668174685;87.114;-11.1813;5.696;5.699;-0.003;-0.01;0.01;A0V;A0;136.5527893;
HD 207052;21 46 32,09739;-11 21 57,4391;21;46;32.1;326.6337391;5.700834196;-;11;21;57.4;-11.36595531;-0.198373343;43.641;-43.9077;5.567;5.57;-0.003;0.02;-0.02;A1V;A1;139.8267011;
HD 207155;21 47 44,14993;-30 53 53,9027;21;47;44.1;326.933958;5.706074004;-;30;53;53.9;-30.89830631;-0.539277178;16.2399;-49.9396;5.07;5.016;0.054;0.05;0.00;A2V;A2;128.2228958;
HD 207203;21 47 13,96237;+02 41 10,0481;21;47;14.0;326.8081765;5.703878703;+;02;41;10.0;2.686124472;0.046881716;59.3844;-36.5566;5.641;5.631;0.01;0.02;-0.01;A1V;A1;144.2177914;
HD 207650;21 49 50,69412;+30 10 27,1678;21;49;50.7;327.4612255;5.715276558;+;30;10;27.2;30.17421328;0.526639371;82.5666;-18.123;5.08;5.071;0.009;0.02;-0.01;A1Vs;A1;139.5244061;
HD 208057;21 53 03,76826;+25 55 30,4902;21;53;03.8;328.2657011;5.729317305;+;25;55;30.5;25.92513617;0.452478985;80.1007;-21.7545;4.925;5.078;-0.153;-0.2;0.05;B3Ve;B3;140.531542;
HD 20809 ;03 23 13,19561;+49 12 47,7625;03;23;13.2;50.80498171;0.886714207;+;49;12;47.8;49.21326736;0.858933551;146.7784;-6.5014;5.23;5.3;-0.07;-0.16;0.09;B5V;B5;77.66022503;
HD 208108;21 53 37,38177;+19 40 06,3791;21;53;37.4;328.4057574;5.731761749;+;19;40;06.4;19.66843864;0.343279013;75.5146;-26.4073;5.699;5.68;0.019;-0.01;0.03;A0Vs;A0;142.1888079;
HD 208321;21 56 22,76964;-37 15 13,1601;21;56;22.8;329.0948735;5.743789094;-;37;15;13.2;-37.25365558;-0.650198948;6.2545;-51.964;5.536;5.457;0.079;0.05;0.03;A2Vn;A2;122.5603355;
HD 208565;21 56 56,37293;+12 04 35,3689;21;56;56.4;329.2348872;5.746232794;+;12;04;35.4;12.07649136;0.210774536;69.9632;-32.3157;5.589;5.544;0.045;0.05;0.00;A2Vnn;A2;142.405379;
HD 208682;21 55 30,99976;+65 19 14,9142;21;55;31.0;328.8791657;5.740024282;+;65;19;14.9;65.3208095;1.140063196;105.8868;8.4494;5.842;5.939;-0.097;-0.24;0.14;B2,5Ve;B2,5;116.9956875;
HD 209014;22 00 50,22537;-28 27 13,4639;22;00;50.2;330.2092724;5.763239024;-;28;27;13.5;-28.45373997;-0.496611447;20.6971;-52.4451;5.53;5.62;-0.09;-0.11;0.02;B8Ve;B8;127.6400795;
HD 209459;22 03 19,03215;+11 23 11,5765;22;03;19.0;330.8293006;5.774060558;+;11;23;11.6;11.38654903;0.198732771;70.6572;-33.9204;5.774;5.824;-0.05;-0.07;0.02;B9,5V;B9,5;140.8682428;
HD 209481;22 02 04,57287;+58 00 01,3096;22;02;04.6;330.5190536;5.768645726;+;58;00;01.3;58.00036378;1.012297315;102.0051;2.1834;5.564;5.548;0.016;-0.04;0.06;O9V;O9;121.6200092;
HD 209819;22 06 26,22742;-13 52 10,8615;22;06;26.2;331.6092809;5.787673782;-;13;52;10.9;-13.86968375;-0.242071648;43.5052;-49.3693;4.219;4.281;-0.062;-0.11;0.05;B8V;B8;134.364472;
HD 209833;22 05 34,67418;+28 57 50,3193;22;05;34.7;331.3944758;5.783924725;+;28;57;50.3;28.96397758;0.505516773;84.4936;-21.2656;5.64;5.7;-0.06;-0.07;0.01;B9Vn;B9;136.8610642;
HD 20995 ;03 24 29,70155;+33 32 09,4619;03;24;29.7;51.12375646;0.892277876;+;33;32;09.5;33.53596164;0.585312948;156.0898;-19.3023;5.77;5.79;-0.02;-0.01;-0.01;A0V;A0;70.47306394;
HD 209952;22 08 13,98473;-46 57 39,5078;22;08;14.0;332.0582697;5.795510115;-;46;57;39.5;-46.96097439;-0.819623623;349.9985;-52.4737;1.61;1.74;-0.13;-0.14;0.01;B6V;B6;114.1944424;
HD 210129;22 07 50,30397;+21 42 10,5319;22;07;50.3;331.9595999;5.793788001;+;21;42;10.5;21.70292553;0.378787508;79.7996;-27.1548;5.707;5.783;-0.076;-0.13;0.05;B7Vne;B7;138.4954205;
HD 210271;22 09 55,70119;-34 00 53,8752;22;09;55.7;332.4820883;5.802907145;-;34;00;53.9;-34.01496533;-0.59367314;11.578;-54.7915;5.592;5.377;0.215;0.15;0.06;A5V;A5;122.64574;
HD 210715;22 11 09,88893;+50 49 24,2584;22;11;09.9;332.7912039;5.808302229;+;50;49;24.3;50.82340511;0.887035756;98.8629;-4.4031;5.528;5.386;0.142;0.15;-0.01;A5V;A5;125.1773717;
HD 211211;22 14 44,37068;+42 57 14,0742;22;14;44.4;333.6848778;5.823899782;+;42;57;14.1;42.9539095;0.749687147;94.8125;-11.2013;5.72;5.72;0;0.05;-0.05;A2Vnn;A2;129.0319339;
HD 212061;22 21 39,37542;-01 23 14,4031;22;21;39.4;335.4140643;5.854079779;-;01;23;14.4;-1.387334194;-0.02421355;62.1796;-45.8422;3.815;3.847;-0.032;-0.01;-0.02;A0V;A0;134.9742378;
HD 212120;22 21 01,54727;+46 32 11,6461;22;21;01.5;335.256447;5.851328838;+;46;32;11.6;46.53656836;0.81221634;97.793;-8.863;4.451;4.551;-0.1;-0.14;0.04;B6V;B6;126.2260546;
HD 212404;22 24 06,88433;-04 50 13,2692;22;24;06.9;336.0286847;5.864806929;-;04;50;13.3;-4.837019222;-0.084421911;58.7221;-48.4405;5.754;5.781;-0.027;-0.01;-0.02;A0V;A0;133.5261896;
HD 212571;22 25 16,62285;+01 22 38,6346;22;25;16.6;336.3192619;5.869878458;+;01;22;38.6;1.3773985;0.024040139;66.0067;-44.7394;4.626;4.794;-0.168;-0.26;0.09;B1Ve;B1;134.6296659;
HD 212581;22 27 19,96745;-64 57 58,8775;22;27;20.0;336.8331977;5.87884833;-;64;57;58.9;-64.96635486;-1.133876795;323.8734;-45.8667;4.482;4.495;-0.013;-0.07;0.06;B9,5V;B9,5;99.6233309;
HD 212710;22 13 10,61360;+86 06 28,6366;22;13;10.6;333.2942233;5.817081575;+;86;06;28.6;86.10795461;1.50286732;120.2172;24.102;5.24;5.264;-0.024;-0.07;0.05;B9,5Vn;B9,5;100.8809399;
HD 212728;22 28 37,67070;-67 29 20,6150;22;28;37.7;337.1569613;5.88449907;-;67;29;20.6;-67.48905972;-1.177906301;321.1107;-44.2621;5.76;5.57;0.19;0.12;0.07;A4V;A4;97.77261508;
HD 21278 ;03 28 03,07027;+49 03 46,3186;03;28;03.1;52.01279279;0.907794487;+;49;03;46.3;49.06286628;0.856308557;147.5226;-6.1853;4.89;4.97;-0.08;-0.16;0.08;B5V;B5;76.89456991;
HD 213323;22 30 01,81479;+32 34 21,5034;22;30;01.8;337.5075616;5.890618201;+;32;34;21.5;32.57263983;0.568499811;91.3315;-21.4829;5.597;5.628;-0.031;-0.07;0.04;B9,5V;B9,5;130.6865401;
HD 213398;22 31 30,33038;-32 20 45,8653;22;31;30.3;337.8763766;5.897055236;-;32;20;45.9;-32.34607369;-0.564545486;14.5941;-59.3172;4.309;4.289;0.02;-0.01;0.03;A0V;A0;120.0054488;
HD 213558;22 31 17,50131;+50 16 56,9682;22;31;17.5;337.8229221;5.89612228;+;50;16;57.0;50.28249117;0.877595027;101.2597;-6.598;3.806;3.777;0.029;0.02;0.01;A1V;A1;122.8231566;
HD 21362 ;03 28 52,32692;+49 50 54,1738;03;28;52.3;52.21802883;0.911376532;+;49;50;54.2;49.84838161;0.870018386;147.1862;-5.4622;5.523;5.578;-0.055;-0.14;0.08;B6Vn;B6;77.16231455;
HD 21364 ;03 27 10,15071;+09 43 57,6343;03;27;10.2;51.79229463;0.903946068;+;09;43;57.6;9.732676194;0.169867245;174.0158;-37.2474;3.663;3.727;-0.064;-0.07;0.01;B9Vn;B9;61.8060007;
HD 213660;22 32 26,37752;+39 46 47,0326;22;32;26.4;338.1099063;5.901131099;+;39;46;47.0;39.77973128;0.694287286;95.8689;-15.6776;6.03;5.88;0.15;0.17;-0.02;A6V;A6;127.5482524;
HD 213798;22 29 52,97918;+78 49 27,4282;22;29;53.0;337.4707466;5.889975657;+;78;49;27.4;78.82428561;1.375743314;116.1594;17.8611;5.54;5.46;0.08;0.08;0.00;A3V;A3;105.6243119;
HD 21402 ;03 28 20,70004;+33 48 27,2070;03;28;20.7;52.08625017;0.90907656;+;33;48;27.2;33.8075575;0.59005319;156.6051;-18.611;5.77;5.73;0.04;0.05;-0.01;A2V;A2;69.85897823;
HD 214035;22 32 16,22682;+76 13 35,1857;22;32;16.2;338.0676118;5.900392919;+;76;13;35.2;76.22644047;1.330402363;114.8237;15.5964;5.71;5.7;0.01;0.05;-0.04;A2V;A2;107.2482683;
HD 214150;22 36 58,85405;-40 35 27,7272;22;36;58.9;339.2452252;5.920946152;-;40;35;27.7;-40.59103533;-0.708447213;358.2666;-59.2617;5.934;5.878;0.056;0.02;0.04;A1V;A1;114.3725227;
HD 214167;22 35 52,28442;+39 38 03,5830;22;35;52.3;338.9678518;5.916105071;+;39;38;03.6;39.63432861;0.691749531;96.3755;-16.1461;5.58;5.73;-0.15;-0.24;0.09;B2Ve;B2;127.0035516;
HD 21428 ;03 29 22,05019;+49 30 32,2114;03;29;22.1;52.34187579;0.913538069;+;49;30;32.2;49.50894761;0.864094145;147.4461;-5.6961;4.578;4.678;-0.1;-0.2;0.10;B3V;B3;76.92561313;
HD 21447 ;03 30 00,18302;+55 27 06,5158;03;30;00.2;52.50076258;0.916311167;+;55;27;06.5;55.45180994;0.96781666;144.1444;-0.7497;5.14;5.09;0.05;0.02;0.03;A1V;A1;79.82185388;
HD 214484;22 38 51,46650;-33 04 52,8542;22;38;51.5;339.7144438;5.92913556;-;33;04;52.9;-33.08134839;-0.57737845;13.0274;-60.841;5.704;5.668;0.036;0.05;-0.01;A2Vp;A2;118.3088722;
HD 214680;22 39 15,67864;+39 03 00,9712;22;39;15.7;339.8153277;5.930896317;+;39;03;01.0;39.05026978;0.681555781;96.6509;-16.9833;4.67;4.88;-0.21;-0.04;-0.17;O9V;O9;126.6268336;
HD 214748;22 40 39,34075;-27 02 37,0157;22;40;39.3;340.1639198;5.936980397;-;27;02;37.0;-27.04361547;-0.472000132;25.4866;-60.9742;4.086;4.18;-0.094;-0.11;0.02;B8Ve;B8;121.0884775;
HD 214923;22 41 27,72072;+10 49 52,9079;22;41;27.7;340.365503;5.940498688;+;10;49;52.9;10.83136331;0.189042952;78.8587;-40.6621;3.31;3.4;-0.09;-0.11;0.02;B8V;B8;131.5116447;
HD 21551 ;03 30 36,95212;+48 06 12,9495;03;30;37.0;52.65396717;0.918985091;+;48;06;12.9;48.10359708;0.839566151;148.4232;-6.7323;5.777;5.817;-0.04;-0.11;0.07;B8V;B8;76.05549478;
HD 215766;22 47 42,76932;-14 03 23,1409;22;47;42.8;341.9282055;5.967772991;-;14;03;23.1;-14.05642803;-0.24533095;51.0623;-58.3541;5.661;5.678;-0.017;-0.07;0.05;B9V;B9;125.0938073;
HD 216608;22 53 40,15601;+44 44 56,9969;22;53;40.2;343.4173167;5.993762885;+;44;44;57.0;44.74916581;0.781020281;101.914;-13.263;6.075;5.808;0.267;0.08;0.19;A3Vm+,,,;A3;121.9610848;
HD 216627;22 54 39,01351;-15 49 14,9782;22;54;39.0;343.6625563;5.998043123;-;15;49;15.0;-15.82082728;-0.276125526;49.579;-60.6683;3.344;3.269;0.075;0.08;-0.01;A3V;A3;122.9024988;
HD 216735;22 55 13,67197;+08 48 58,1932;22;55;13.7;343.8069665;6.000563557;+;08;48;58.2;8.816164778;0.153871103;80.7899;-44.341;4.908;4.906;0.002;0.02;-0.02;A1V;A1;128.0444571;
HD 21686 ;03 30 24,46716;+11 20 11,1876;03;30;24.5;52.6019465;0.918077159;+;11;20;11.2;11.336441;0.197858221;173.3246;-35.5456;5.097;5.125;-0.028;-0.01;-0.02;A0Vn;A0;61.45683702;
